timestamp,value
2023-05-03 10:10:06,0
2023-05-03 10:10:06,0
2023-05-03 10:10:06,0
2023-05-03 10:10:06,0
2023-05-03 10:10:06,0
2023-05-03 10:10:06,0
2023-05-03 10:10:06,0
2023-05-03 10:10:06,0
2023-05-03 10:10:06,0
2023-05-03 10:10:06,0
2023-05-03 10:10:07,0
2023-05-03 10:10:07,0
2023-05-03 10:10:07,0
2023-05-03 10:10:07,0
2023-05-03 10:10:07,0
2023-05-03 10:10:07,0
2023-05-03 10:10:07,0
2023-05-03 10:10:07,0
2023-05-03 10:10:07,0
2023-05-03 10:10:07,0
2023-05-03 10:10:08,0
2023-05-03 10:10:08,0
2023-05-03 10:10:08,0
2023-05-03 10:10:08,0
2023-05-03 10:10:08,0
2023-05-03 10:10:08,0
2023-05-03 10:10:08,0
2023-05-03 10:10:08,0
2023-05-03 10:10:08,0
2023-05-03 10:10:08,0
2023-05-03 10:10:09,0
2023-05-03 10:10:09,0
2023-05-03 10:10:09,0
2023-05-03 10:10:09,0
2023-05-03 10:10:09,0
2023-05-03 10:10:09,0
2023-05-03 10:10:09,0
2023-05-03 10:10:09,0
2023-05-03 10:10:09,0
2023-05-03 10:10:09,0
2023-05-03 10:10:10,0
2023-05-03 10:10:10,0
2023-05-03 10:10:10,0
2023-05-03 10:10:10,0
2023-05-03 10:10:10,0
2023-05-03 10:10:10,0
2023-05-03 10:10:10,0
2023-05-03 10:10:10,0
2023-05-03 10:10:10,0
2023-05-03 10:10:10,0
2023-05-03 10:10:11,0
2023-05-03 10:10:11,0
2023-05-03 10:10:11,0
2023-05-03 10:10:11,0
2023-05-03 10:10:11,0
2023-05-03 10:10:11,0
2023-05-03 10:10:11,0
2023-05-03 10:10:11,0
2023-05-03 10:10:11,0
2023-05-03 10:10:11,0
2023-05-03 10:10:12,0
2023-05-03 10:10:12,0
2023-05-03 10:10:12,0
2023-05-03 10:10:12,0
2023-05-03 10:10:12,0
2023-05-03 10:10:12,0
2023-05-03 10:10:12,0
2023-05-03 10:10:12,0
2023-05-03 10:10:12,0
2023-05-03 10:10:12,0
2023-05-03 10:10:13,0
2023-05-03 10:10:13,0
2023-05-03 10:10:13,0
2023-05-03 10:10:13,0
2023-05-03 10:10:13,0
2023-05-03 10:10:13,0
2023-05-03 10:10:13,0
2023-05-03 10:10:13,0
2023-05-03 10:10:13,0
2023-05-03 10:10:13,0
2023-05-03 10:10:14,0
2023-05-03 10:10:14,0
2023-05-03 10:10:14,0
2023-05-03 10:10:14,0
2023-05-03 10:10:14,0
