time,rate
1683099.826996,376.02262397737604
1683099.8270959998,376.0606060606061
1683099.8271960001,381.5536922921507
1683099.827296,376.0606060606061
1683099.8273959998,376.0606060606061
1683099.827496,381.51515151515156
1683099.827596,376.09859581775936
1683099.827696,376.09859581775936
1683099.827796,381.51515151515156
1683099.827896,376.09859581775936
1683099.827996,376.09859581775936
1683099.828096,376.7047176482473
1683099.828196,381.51515151515156
1683099.828296,376.02262397737604
1683099.828396,376.0606060606061
1683099.828496,381.51515151515156
1683099.8285959999,376.09859581775936
1683099.8286960002,376.02262397737604
1683099.828796,381.51515151515156
1683099.8288959998,376.09859581775936
1683099.828996,376.02262397737604
1683099.829096,376.1616161616162
1683099.829196,381.41414141414145
1683099.829296,376.09859581775936
1683099.829396,376.0606060606061
1683099.829496,381.41414141414145
1683099.829596,375.99757551267805
1683099.829696,375.959595959596
1683099.829796,381.3756186243814
1683099.829896,375.92162407837594
1683099.829996,375.92162407837594
1683099.8300959999,375.92162407837594
1683099.8301960002,381.41414141414145
1683099.830296,375.92162407837594
1683099.8303959998,375.959595959596
1683099.8304960001,381.41414141414145
1683099.830596,375.99757551267805
1683099.830696,376.0606060606061
1683099.830796,381.4766185233815
1683099.830896,376.0606060606061
1683099.830996,376.02262397737604
1683099.831096,376.0606060606061
1683099.831196,380.2646197353803
1683099.831296,376.09859581775936
1683099.831396,376.09859581775936
1683099.831496,381.5536922921507
1683099.831596,376.02262397737604
1683099.8316960002,376.02262397737604
1683099.831796,381.5536922921507
1683099.8318959998,376.0606060606061
1683099.8319960001,376.09859581775936
1683099.832096,376.6666666666667
1683099.832196,380.7070707070707
1683099.832296,375.82062417937584
1683099.832396,375.92162407837594
1683099.832496,381.3756186243814
1683099.832596,375.959595959596
1683099.832696,375.99757551267805
1683099.832796,381.41414141414145
1683099.832896,375.99757551267805
1683099.832996,375.99757551267805
1683099.833096,375.92162407837594
1683099.8331960002,380.6686193313807
1683099.833296,375.8585858585859
1683099.8333959999,375.8585858585859
1683099.8334960002,381.2746187253813
1683099.833596,375.8965552075967
1683099.833696,375.82062417937584
1683099.833796,381.3516516819881
1683099.833896,375.8965552075967
1683099.833996,375.82062417937584
1683099.834096,375.7955349025154
1683099.8341960001,381.21212121212125
1683099.834296,375.7955349025154
1683099.834396,375.7575757575758
1683099.834496,381.21212121212125
1683099.834596,375.7955349025154
1683099.8346960002,375.6565656565657
1683099.834796,381.11111111111114
1683099.8348959999,375.61862438137564
1683099.8349960002,375.6565656565657
1683099.835096,375.6945145974341
1683099.835196,380.5434892413375
1683099.835296,375.6565656565657
1683099.835396,375.6565656565657
1683099.835496,381.11111111111114
1683099.8355959998,375.6945145974341
1683099.8356960001,375.5555555555556
1683099.835796,380.971619028381
1683099.8358959998,375.5555555555556
1683099.835996,375.51762448237554
1683099.836096,375.41662458337544
1683099.836196,380.90909090909093
1683099.836296,375.4545454545455
1683099.8363959999,375.4545454545455
1683099.836496,380.90909090909093
1683099.836596,375.4545454545455
1683099.836696,375.4924739872714
1683099.836796,380.9475704616628
1683099.836896,375.4924739872714
1683099.836996,375.4924739872714
1683099.8370959999,375.41662458337544
1683099.8371960002,380.8706191293809
1683099.837296,375.4924739872714
1683099.8373959998,375.3535353535354
1683099.837496,380.80808080808083
1683099.837596,375.31562468437534
1683099.837696,375.3535353535354
1683099.837796,380.7696192303808
1683099.837896,375.3535353535354
1683099.837996,375.3535353535354
1683099.838096,375.3535353535354
1683099.838196,380.8465501565815
1683099.838296,375.3914536821901
1683099.838396,375.3914536821901
1683099.838496,380.7696192303808
1683099.8385959999,375.3535353535354
1683099.8386960002,375.3914536821901
1683099.838796,380.80808080808083
1683099.8388959998,375.3914536821901
1683099.8389960001,375.3535353535354
1683099.839096,375.4545454545455
1683099.839196,380.7696192303808
1683099.839296,375.3535353535354
1683099.839396,375.41662458337544
1683099.839496,380.90909090909093
1683099.839596,375.4545454545455
1683099.839696,375.4924739872714
1683099.839796,380.90909090909093
1683099.839896,375.4545454545455
1683099.839996,375.4924739872714
1683099.8400959999,375.4924739872714
1683099.8401960002,380.30303030303037
1683099.840296,375.4545454545455
1683099.8403959998,375.41662458337544
1683099.8404960001,380.90909090909093
1683099.840596,375.4545454545455
1683099.840696,375.4924739872714
1683099.840796,380.9475704616628
1683099.840896,375.4924739872714
1683099.840996,375.41662458337544
1683099.841096,376.7047176482473
1683099.841196,380.90909090909093
1683099.841296,375.4545454545455
1683099.841396,375.41662458337544
1683099.841496,380.90909090909093
1683099.841596,375.4545454545455
1683099.8416960002,375.41662458337544
1683099.841796,380.90909090909093
1683099.8418959999,375.4545454545455
1683099.8419960001,375.51762448237554
1683099.842096,376.2626262626263
1683099.842196,381.11111111111114
1683099.842296,375.6945145974341
1683099.842396,375.6945145974341
1683099.842496,381.0726189273811
1683099.842596,375.6565656565657
1683099.8426960001,375.6945145974341
1683099.842796,381.0726189273811
1683099.842896,375.6565656565657
1683099.842996,375.6565656565657
1683099.843096,376.36363636363643
1683099.8431960002,380.4040404040405
1683099.843296,375.6945145974341
1683099.8433959999,375.6945145974341
1683099.8434960002,381.0726189273811
1683099.843596,375.7575757575758
1683099.843696,375.6565656565657
1683099.8437960001,381.01010101010104
1683099.843896,375.5934942923528
1683099.843996,375.61862438137564
1683099.8440959998,375.61862438137564
1683099.8441960001,381.11111111111114
1683099.844296,375.61862438137564
1683099.8443959998,375.51762448237554
1683099.844496,381.01010101010104
1683099.844596,375.6565656565657
1683099.844696,375.5555555555556
1683099.844796,381.01010101010104
1683099.8448959999,375.5555555555556
1683099.844996,375.51762448237554
1683099.845096,376.12362387637614
1683099.845196,381.01010101010104
1683099.845296,375.5555555555556
1683099.845396,375.5555555555556
1683099.845496,381.01010101010104
1683099.8455959999,375.6565656565657
1683099.8456960001,375.6945145974341
1683099.845796,381.11111111111114
1683099.8458959998,375.6565656565657
1683099.845996,375.7575757575758
1683099.846096,375.7955349025154
1683099.846196,381.1736188263812
1683099.846296,375.71962428037574
1683099.846396,375.7955349025154
1683099.846496,381.21212121212125
1683099.846596,375.71962428037574
1683099.846696,375.61862438137564
1683099.846796,381.0726189273811
1683099.846896,375.6565656565657
1683099.846996,375.6565656565657
1683099.8470959999,375.6565656565657
1683099.8471960002,381.0726189273811
1683099.847296,375.7575757575758
1683099.8473959998,375.71962428037574
1683099.8474960001,381.21212121212125
1683099.847596,375.7575757575758
1683099.847696,375.7955349025154
1683099.847796,381.1736188263812
1683099.847896,375.71962428037574
1683099.847996,375.7955349025154
1683099.848096,375.71962428037574
1683099.848196,380.5676194323806
1683099.848296,375.71962428037574
1683099.848396,375.7575757575758
1683099.848496,381.25063137690677
1683099.8485959999,375.71962428037574
1683099.8486960002,375.71962428037574
1683099.848796,381.1736188263812
1683099.8488959998,375.7575757575758
1683099.8489960001,375.71962428037574
1683099.849096,375.7575757575758
1683099.849196,381.21212121212125
1683099.849296,375.7955349025154
1683099.849396,375.71962428037574
1683099.849496,381.25063137690677
1683099.849596,375.7575757575758
1683099.849696,375.7955349025154
1683099.849796,381.21212121212125
1683099.849896,375.71962428037574
1683099.849996,375.7575757575758
1683099.850096,376.36363636363643
1683099.8501960002,380.5676194323806
1683099.850296,375.7955349025154
1683099.8503959998,375.7575757575758
1683099.8504960001,381.21212121212125
1683099.850596,375.71962428037574
1683099.850696,375.71962428037574
1683099.850796,381.21212121212125
1683099.850896,375.7955349025154
1683099.850996,375.7575757575758
1683099.851096,375.7575757575758
1683099.8511960001,381.1736188263812
1683099.851296,375.7575757575758
1683099.851396,375.7955349025154
1683099.851496,381.25063137690677
1683099.851596,375.7575757575758
1683099.8516960002,375.7955349025154
1683099.851796,381.1736188263812
1683099.8518959999,375.7575757575758
1683099.8519960002,375.7575757575758
1683099.852096,375.7955349025154
1683099.852196,380.6060606060606
1683099.852296,375.7575757575758
1683099.852396,375.7955349025154
1683099.852496,381.1736188263812
1683099.852596,375.71962428037574
1683099.8526960001,375.7955349025154
1683099.852796,381.1736188263812
1683099.8528959998,375.7955349025154
1683099.852996,375.7575757575758
1683099.853096,376.56565656565664
1683099.8531960002,381.31313131313135
1683099.853296,375.8585858585859
1683099.8533959999,375.8965552075967
1683099.853496,381.3516516819881
1683099.853596,375.92162407837594
1683099.853696,376.0606060606061
1683099.853796,381.51515151515156
1683099.853896,376.0606060606061
1683099.853996,376.0606060606061
1683099.8540959998,376.02262397737604
1683099.8541960001,381.51515151515156
1683099.854296,376.1616161616162
1683099.8543959998,376.1616161616162
1683099.854496,381.61616161616166
1683099.854596,376.2626262626263
1683099.854696,376.30063642792203
1683099.854796,381.75573290231335
1683099.854896,376.2626262626263
1683099.854996,376.30063642792203
1683099.855096,376.2626262626263
1683099.855196,381.61616161616166
1683099.855296,376.22462377537624
1683099.855396,376.2626262626263
1683099.855496,381.75573290231335
1683099.8555959999,376.22462377537624
1683099.8556960002,376.2626262626263
1683099.855796,381.71717171717177
1683099.8558959998,376.2626262626263
1683099.855996,376.2626262626263
1683099.856096,376.2626262626263
1683099.856196,381.75573290231335
1683099.856296,376.2626262626263
1683099.856396,376.30063642792203
1683099.856496,381.75573290231335
1683099.856596,376.36363636363643
1683099.856696,376.30063642792203
1683099.856796,381.71717171717177
1683099.856896,376.2626262626263
1683099.856996,376.30063642792203
1683099.8570959999,376.19961612284067
1683099.8571960002,381.5776184223816
1683099.857296,376.1616161616162
1683099.8573959998,376.0606060606061
1683099.8574960001,381.51515151515156
1683099.857596,376.0606060606061
1683099.857696,376.0606060606061
1683099.857796,381.5536922921507
1683099.857896,376.02262397737604
1683099.857996,376.09859581775936
1683099.858096,376.6666666666667
1683099.858196,381.5536922921507
1683099.858296,376.0606060606061
1683099.858396,376.0606060606061
1683099.858496,381.51515151515156
1683099.858596,376.0606060606061
1683099.8586960002,376.09859581775936
1683099.858796,381.51515151515156
1683099.8588959998,376.0606060606061
1683099.8589960001,376.09859581775936
1683099.859096,376.0606060606061
1683099.859196,381.41414141414145
1683099.859296,376.09859581775936
1683099.859396,376.02262397737604
1683099.859496,381.4766185233815
1683099.859596,376.0606060606061
1683099.859696,376.09859581775936
1683099.859796,381.51515151515156
1683099.859896,376.0606060606061
1683099.859996,376.0606060606061
1683099.860096,376.6666666666667
1683099.8601960002,381.51515151515156
1683099.860296,376.02262397737604
1683099.8603959999,376.0606060606061
1683099.8604960002,381.51515151515156
1683099.860596,376.0606060606061
1683099.860696,376.02262397737604
1683099.860796,381.4766185233815
1683099.860896,376.02262397737604
1683099.860996,376.02262397737604
1683099.861096,376.0606060606061
1683099.8611960001,381.5536922921507
1683099.861296,376.0606060606061
1683099.861396,376.02262397737604
1683099.861496,381.5536922921507
1683099.861596,376.02262397737604
1683099.8616960002,376.0606060606061
1683099.861796,381.5536922921507
1683099.8618959999,376.0606060606061
1683099.8619960002,376.02262397737604
1683099.862096,376.62862337137665
1683099.862196,381.0726189273811
1683099.862296,376.0606060606061
1683099.862396,376.09859581775936
1683099.862496,381.41414141414145
1683099.8625959998,375.92162407837594
1683099.8626960001,375.99757551267805
1683099.862796,381.41414141414145
1683099.8628959998,375.99757551267805
1683099.862996,375.99757551267805
1683099.863096,375.959595959596
1683099.863196,381.41414141414145
1683099.863296,375.959595959596
1683099.863396,375.959595959596
1683099.863496,381.41414141414145
1683099.863596,375.92162407837594
1683099.863696,375.92162407837594
1683099.863796,381.41414141414145
1683099.863896,375.99757551267805
1683099.863996,375.959595959596
1683099.8640959999,375.99757551267805
1683099.8641960002,381.3516516819881
1683099.864296,375.8585858585859
1683099.8643959998,375.8965552075967
1683099.864496,381.2746187253813
1683099.864596,375.82062417937584
1683099.864696,375.82062417937584
1683099.864796,381.31313131313135
1683099.864896,375.8585858585859
1683099.864996,375.8585858585859
1683099.865096,375.959595959596
1683099.865196,381.31313131313135
1683099.865296,375.82062417937584
1683099.865396,375.82062417937584
1683099.865496,381.3516516819881
1683099.8655959999,375.82062417937584
1683099.8656960002,375.8965552075967
1683099.865796,381.31313131313135
1683099.8658959998,375.8585858585859
1683099.8659960001,375.8965552075967
1683099.866096,375.82062417937584
1683099.866196,381.31313131313135
1683099.866296,375.82062417937584
1683099.866396,375.82062417937584
1683099.866496,381.3516516819881
1683099.866596,375.92162407837594
1683099.866696,375.92162407837594
1683099.866796,381.41414141414145
1683099.866896,375.92162407837594
1683099.866996,376.02262397737604
1683099.867096,376.0606060606061
1683099.8671960002,381.5536922921507
1683099.867296,376.19961612284067
1683099.8673959998,376.12362387637614
1683099.8674960001,381.51515151515156
1683099.867596,376.0606060606061
1683099.867696,376.02262397737604
1683099.867796,381.51515151515156
1683099.867896,376.0606060606061
1683099.867996,376.0606060606061
1683099.868096,376.0606060606061
1683099.868196,380.9475704616628
1683099.868296,376.0606060606061
1683099.868396,376.09859581775936
1683099.868496,381.5536922921507
1683099.868596,376.0606060606061
1683099.8686960002,376.0606060606061
1683099.868796,381.41414141414145
1683099.8688959999,375.92162407837594
1683099.8689960002,375.8585858585859
1683099.869096,375.959595959596
1683099.869196,381.31313131313135
1683099.869296,375.8965552075967
1683099.869396,375.8965552075967
1683099.869496,381.2746187253813
1683099.869596,375.8585858585859
1683099.8696960001,375.8585858585859
1683099.869796,381.31313131313135
1683099.869896,375.8585858585859
1683099.869996,375.8965552075967
1683099.870096,375.71962428037574
1683099.8701960002,381.1496110718254
1683099.870296,375.7575757575758
1683099.8703959999,375.7955349025154
1683099.8704960002,381.25063137690677
1683099.870596,375.7955349025154
1683099.870696,375.7955349025154
1683099.8707960001,381.25063137690677
1683099.870896,375.7955349025154
1683099.870996,375.6565656565657
1683099.8710959998,375.6565656565657
1683099.8711960001,380.6686193313807
1683099.871296,375.6945145974341
1683099.8713959998,375.6565656565657
1683099.871496,381.11111111111114
1683099.871596,375.6565656565657
1683099.871696,375.61862438137564
1683099.871796,381.11111111111114
1683099.8718959999,375.6945145974341
1683099.871996,375.6565656565657
1683099.872096,376.09859581775936
1683099.872196,380.971619028381
1683099.872296,375.61862438137564
1683099.872396,375.7955349025154
1683099.872496,381.25063137690677
1683099.8725959999,375.71962428037574
1683099.8726960002,375.71962428037574
1683099.872796,381.1736188263812
1683099.8728959998,375.7575757575758
1683099.872996,375.7575757575758
1683099.873096,375.71962428037574
1683099.873196,381.1736188263812
1683099.873296,375.71962428037574
1683099.873396,375.7575757575758
1683099.873496,381.1496110718254
1683099.873596,375.6945145974341
1683099.873696,375.6945145974341
1683099.873796,381.0726189273811
1683099.873896,375.6565656565657
1683099.873996,375.6565656565657
1683099.8740959999,375.7575757575758
1683099.8741960002,381.1736188263812
1683099.874296,375.71962428037574
1683099.8743959998,375.7575757575758
1683099.8744960001,381.25063137690677
1683099.874596,375.7575757575758
1683099.874696,375.7575757575758
1683099.874796,381.21212121212125
1683099.874896,375.7575757575758
1683099.874996,375.71962428037574
1683099.875096,375.6945145974341
1683099.875196,381.1496110718254
1683099.875296,375.6565656565657
1683099.875396,375.61862438137564
1683099.875496,381.0485907667441
1683099.8755959999,375.51762448237554
