time,rate
1683099.8756960002,375.4545454545455
1683099.875796,380.90909090909093
1683099.8758959998,375.41662458337544
1683099.8759960001,375.4924739872714
1683099.876096,375.41662458337544
1683099.876196,380.9475704616628
1683099.876296,375.4924739872714
1683099.876396,375.41662458337544
1683099.876496,380.9475704616628
1683099.876596,375.4545454545455
1683099.876696,375.4924739872714
1683099.876796,380.9475704616628
1683099.876896,375.4545454545455
1683099.876996,375.4924739872714
1683099.877096,375.3535353535354
1683099.8771960002,380.7696192303808
1683099.877296,375.3914536821901
1683099.8773959999,375.41662458337544
1683099.8774960001,380.90909090909093
1683099.877596,375.4924739872714
1683099.877696,375.4924739872714
1683099.877796,380.8706191293809
1683099.877896,375.4545454545455
1683099.877996,375.41662458337544
1683099.878096,376.0606060606061
1683099.8781960001,380.8706191293809
1683099.878296,375.41662458337544
1683099.878396,375.4545454545455
1683099.878496,380.8706191293809
1683099.878596,375.4924739872714
1683099.8786960002,375.5934942923528
1683099.878796,381.0485907667441
1683099.8788959999,375.6565656565657
1683099.8789960002,375.6565656565657
1683099.879096,375.61862438137564
1683099.879196,380.5050505050506
1683099.879296,375.6565656565657
1683099.879396,375.6945145974341
1683099.879496,381.0726189273811
1683099.879596,375.6945145974341
1683099.8796960001,375.61862438137564
1683099.879796,381.1496110718254
1683099.8798959998,375.6565656565657
1683099.879996,375.7575757575758
1683099.880096,375.82062417937584
1683099.880196,380.00000000000006
1683099.880296,375.71962428037574
1683099.8803959999,375.7575757575758
1683099.880496,381.1736188263812
1683099.880596,375.71962428037574
1683099.880696,375.7575757575758
1683099.880796,381.1736188263812
1683099.880896,375.8965552075967
1683099.880996,375.8585858585859
1683099.8810959999,376.30063642792203
1683099.8811960001,380.6060606060606
1683099.881296,375.8585858585859
1683099.8813959998,375.8585858585859
1683099.881496,381.31313131313135
1683099.881596,375.8965552075967
1683099.881696,375.8585858585859
1683099.881796,381.31313131313135
1683099.881896,375.8965552075967
1683099.881996,375.82062417937584
1683099.882096,375.8965552075967
1683099.882196,381.21212121212125
1683099.882296,375.71962428037574
1683099.882396,375.71962428037574
1683099.882496,381.21212121212125
1683099.8825959999,375.7955349025154
1683099.8826960002,375.7575757575758
1683099.882796,381.21212121212125
1683099.8828959998,375.71962428037574
1683099.8829960001,375.7575757575758
1683099.883096,375.7955349025154
1683099.883196,381.21212121212125
1683099.883296,375.7575757575758
1683099.883396,375.8585858585859
1683099.883496,381.2746187253813
1683099.883596,375.82062417937584
1683099.883696,375.7955349025154
1683099.883796,381.25063137690677
1683099.883896,375.71962428037574
1683099.883996,375.71962428037574
1683099.8840959999,375.7575757575758
1683099.8841960002,381.25063137690677
1683099.884296,375.7955349025154
1683099.8843959998,375.7575757575758
1683099.8844960001,381.21212121212125
1683099.884596,375.7575757575758
1683099.884696,375.7575757575758
1683099.884796,381.25063137690677
1683099.884896,375.7575757575758
1683099.884996,375.8585858585859
1683099.885096,375.8585858585859
1683099.885196,381.21212121212125
1683099.885296,375.7575757575758
1683099.885396,375.82062417937584
1683099.885496,381.3516516819881
1683099.885596,375.959595959596
1683099.8856960002,375.92162407837594
1683099.885796,381.4526719870694
1683099.8858959998,375.92162407837594
1683099.8859960001,375.99757551267805
1683099.886096,375.959595959596
1683099.886196,381.41414141414145
1683099.886296,375.99757551267805
1683099.886396,375.92162407837594
1683099.886496,381.41414141414145
1683099.886596,375.92162407837594
1683099.8866960001,375.92162407837594
1683099.886796,381.41414141414145
1683099.886896,375.92162407837594
1683099.886996,376.0606060606061
