20230914004139,142.0.0.1,0,0.0.0.0,5001,-1,0.0-1.0,327462000,2619696000,0.000,592921,920397,64.420,670
20230914004140,142.0.0.1,0,0.0.0.0,5001,-1,1.0-2.0,323249000,2585992000,0.000,943268,1266523,74.477,264
20230914004141,142.0.0.1,0,0.0.0.0,5001,-1,2.0-3.0,357654000,2861232000,0.000,814291,1171951,69.482,6
20230914004142,142.0.0.1,0,0.0.0.0,5001,-1,3.0-4.0,312666000,2501328000,0.000,755208,1067883,70.720,19
20230914004143,142.0.0.1,0,0.0.0.0,5001,-1,4.0-5.0,275030000,2200240000,0.000,845424,1120462,75.453,60
20230914004144,142.0.0.1,0,0.0.0.0,5001,-1,5.0-6.0,231236000,1849888000,0.000,948547,1179788,80.400,181
20230914004145,142.0.0.1,0,0.0.0.0,5001,-1,6.0-7.0,220365000,1762920000,0.000,989003,1209381,81.778,339
20230914004146,142.0.0.1,0,0.0.0.0,5001,-1,7.0-8.0,254868000,2038944000,0.000,888857,1143741,77.715,109
20230914004148,142.0.0.1,0,0.0.0.0,5001,-1,0.0-10.8,3243707000,2401046962,-nan,10741548,13985351,76.806,3889
